Date,Nifty,CCIL,Mibor,Gold,Hybrid
02-06-2009,17940.55,1457.53,155.94,23462.48,2265.05
03-06-2009,17693.18,1457.95,155.97,23402.54,2244.07
04-06-2009,17305.87,1465.89,156.08,23728.44,2214.88
05-06-2009,16990.18,1471.61,156.11,24614.08,2190.7
06-06-2009,16857.91,1475.37,156.15,25128.02,2181.25
07-06-2009,17130.51,1475.57,156.18,25890.07,2204.7
08-06-2009,17059.4,1476.17,156.21,25589.36,2198.91
09-06-2009,16839.63,1472.44,156.32,25269.92,2178.22
10-06-2009,16839.63,1473.4,156.35,25515.23,2178.7
11-06-2009,16730.94,1470.41,156.39,25838.61,2167.91
12-06-2009,16840.8,1471.08,156.42,25886.85,2177.64
13-06-2009,16469.79,1472.68,156.46,26598.34,2146.67
14-06-2009,16141.67,1473,156.56,26960.79,2118.74
15-06-2009,16341.7,1476.68,156.59,27564.68,2137.71
16-06-2009,16498.47,1475.92,156.63,26612.9,2150.75
17-06-2009,16284.98,1478.07,156.66,25669.19,2133.54
18-06-2009,16146.33,1477.89,156.7,25998.67,2121.58
19-06-2009,15848.83,1475.38,156.8,26898.54,2094.85
20-06-2009,16416.33,1471.35,156.83,26251.65,2141.43
21-06-2009,16676.75,1471.81,156.87,26959.81,2163.96
22-06-2009,16676.75,1471.81,156.9,26619.39,2163.96
23-06-2009,16676.75,1472.13,156.94,26562.01,2164.12
24-06-2009,16821.46,1471.18,157.04,27494.95,2176.04
25-06-2009,16713.33,1475.35,157.08,27858.13,2168.86
26-06-2009,16862.81,1476.55,157.11,27539.04,2182.27
27-06-2009,17065,1474.52,157.15,26733.84,2198.56
28-06-2009,17165.54,1476.25,157.18,27510.89,2208.04
29-06-2009,16866.97,1476.68,157.28,27524.38,2182.69
30-06-2009,16501.74,1479.06,157.32,27299.43,2152.6
01-07-2009,16467.44,1477.07,157.35,27817.49,2148.67
02-07-2009,16709.6,1476.36,157.39,27632.6,2169.05
03-07-2009,16876.54,1476.25,157.42,27122.92,2183.29
04-07-2009,16933.83,1476.69,157.53,27330.09,2188.42
05-07-2009,16745.35,1478.1,157.56,27101.48,2172.98
06-07-2009,17099.28,1478.69,157.6,27626.12,2203.58
07-07-2009,17065.15,1479.17,157.64,27443.13,2200.9
08-07-2009,16361.15,1480.81,157.67,27426.87,2141.44
09-07-2009,16162.06,1482.23,157.78,26053.32,2125.1
10-07-2009,16051.1,1483.86,157.81,25648,2116.42
11-07-2009,16524.03,1483.1,157.85,25722.82,2156.53
12-07-2009,16446.02,1483.34,157.89,25173.6,2149.97
13-07-2009,16698.07,1478.96,157.92,25201.81,2169.37
14-07-2009,16453.76,1479.29,158.03,25366.12,2148.61
15-07-2009,16151.45,1471.88,158.07,26021.38,2119.02
16-07-2009,15864.86,1470.36,158.1,25576.63,2093.72
17-07-2009,15792.41,1468.17,158.13,25806.64,2086.42
18-07-2009,15792.41,1468.5,158.17,25854.44,2086.58
19-07-2009,16232.54,1459.99,158.27,25621.84,2120.01
20-07-2009,16557.23,1454.74,158.31,26152.26,2145.2
21-07-2009,16536.47,1455.25,158.34,26153.13,2143.67
22-07-2009,16958.39,1457.32,158.38,26169.04,2180.84
23-07-2009,16883.92,1456.97,158.42,26095.52,2174.29
24-07-2009,17082.69,1452.87,158.52,26244.07,2189.26
25-07-2009,17025.09,1451.43,158.56,26066.84,2183.6
26-07-2009,16748.29,1456.34,158.6,26004.37,2162.35
27-07-2009,17085.34,1454.67,158.63,25723.98,2190.38
28-07-2009,16936.89,1454.37,158.67,25701.19,2177.52
29-07-2009,16785.64,1452.2,158.78,26070.06,2163.48
30-07-2009,16939.28,1451.93,158.81,26244.76,2176.5
31-07-2009,17254.86,1459.77,158.85,26907.23,2207.45
01-08-2009,17288.83,1459.77,158.89,27229.1,2210.36
02-08-2009,17288.83,1459.77,158.92,27246.13,2210.36
03-08-2009,17804.8,1450.76,159.03,27006.03,2250.04
04-08-2009,17705.01,1450.38,159.07,26620.57,2241.3
05-08-2009,17480.83,1447.94,159.11,27016.99,2220.88
06-08-2009,17464.85,1449.16,159.15,27229.43,2220.13
07-08-2009,17481.93,1451.7,159.18,27616.88,2222.86
08-08-2009,17562.61,1448.68,159.29,27392.04,2228.25
09-08-2009,17562.61,1449.67,159.33,28014.66,2228.75
10-08-2009,17569.53,1444.2,159.37,28050.16,2226.61
11-08-2009,17362.1,1439.35,159.41,28273.4,2206.42
12-08-2009,17362.1,1439.68,159.44,28026.04,2206.59
13-08-2009,17192.82,1438.25,159.56,28512.11,2191.38
14-08-2009,17118.74,1440.08,159.59,28611.77,2185.95
15-08-2009,16882.67,1444.93,159.63,28743.11,2168.16
16-08-2009,16775.87,1444.79,159.67,28503.07,2158.94
17-08-2009,16461.71,1456.97,159.71,27918.64,2138.13
18-08-2009,16371.51,1454.72,159.82,28136.65,2129.28
19-08-2009,15946.1,1455.07,159.86,27892.15,2093.03
20-08-2009,16065.42,1457.48,159.9,28424.13,2104.45
21-08-2009,15699.97,1459.22,159.94,28190.59,2074.02
22-08-2009,15858.49,1460.03,159.97,28125.59,2088
23-08-2009,15695.43,1458.01,160.09,27917.78,2073.03
24-08-2009,16167.13,1459.62,160.13,28354.08,2114.23
25-08-2009,16008.34,1460.43,160.16,28400.41,2101.04
26-08-2009,16123.46,1467.51,160.2,29001.75,2114.43
27-08-2009,16483.45,1472.43,160.24,28571.49,2147.72
28-08-2009,16846.83,1475.5,160.35,28426.85,2180.37
29-08-2009,16805.33,1482.93,160.39,28124.69,2180.53
30-08-2009,16805.33,1483.27,160.43,28220.75,2180.7
31-08-2009,16877.06,1488.41,160.47,28664.3,2189.42
01-09-2009,16488.24,1490.64,160.5,28159.87,2157.24
02-09-2009,16213.46,1491.92,160.62,28290.5,2134.35
03-09-2009,15870.35,1495.81,160.66,27937.6,2106.91
04-09-2009,16002.51,1500.03,160.69,27619.03,2120.34
05-09-2009,15881.14,1498.16,160.73,26910.58,2109.01
06-09-2009,15836.47,1496.2,160.77,26790.26,2104.21
07-09-2009,15491.35,1502.17,160.89,26735.52,2077.64
08-09-2009,15379.34,1509.72,160.93,26772.81,2071.82
09-09-2009,15175.08,1514.24,160.97,27170.79,2056.59
10-09-2009,15685.21,1514.37,161.02,26971.89,2100.34
11-09-2009,15813.36,1512,161.06,26884.34,2110.13
12-09-2009,15738.7,1508.57,161.19,27028.84,2102.02
13-09-2009,15970.75,1509.48,161.23,26979.88,2122.34
14-09-2009,15873.95,1501.01,161.27,26864.36,2109.82
15-09-2009,15727.85,1505.78,161.31,26176.59,2099.69
16-09-2009,15543.93,1503.23,161.35,26129.48,2082.67
17-09-2009,15454.92,1501.04,161.47,26431.88,2073.95
18-09-2009,15517.92,1508.72,161.51,26609.95,2083.19
19-09-2009,15939.36,1518.5,161.55,27146.04,2124.17
20-09-2009,15882.64,1518.84,161.59,27162.39,2119.48
21-09-2009,15857.08,1520.18,161.63,27346.13,2117.96
22-09-2009,15867.73,1523.8,161.74,27144.5,2120.68
23-09-2009,15814.72,1532.24,161.78,26910.94,2120.36
24-09-2009,16165.09,1530.53,161.82,26829.8,2149.51
25-09-2009,16175.86,1528.09,161.86,27097.7,2149.21
26-09-2009,16037.51,1529.3,161.9,27092.6,2137.97
27-09-2009,16154.62,1531.5,162.02,26874.38,2149.1
28-09-2009,16189.36,1534.85,162.06,26904.1,2153.75
29-09-2009,16466.05,1532.57,162.1,26740.62,2176.3
30-09-2009,16451.47,1534.76,162.14,26635.03,2176.15
01-10-2009,16643.74,1535.75,162.18,26491.97,2193.11
02-10-2009,16739.01,1538.09,162.3,26683.11,2202.44
03-10-2009,16751.73,1537.62,162.34,26705.81,2203.29
04-10-2009,16995.77,1537.63,162.38,26539.13,2224.19
05-10-2009,17077.18,1526.86,162.42,27283.41,2225.78
06-10-2009,17077.18,1527.2,162.46,27118.14,2225.95
07-10-2009,17233.98,1525.57,162.59,27375.53,2238.56
08-10-2009,16863.3,1528.99,162.63,27346.58,2208.53
09-10-2009,17193.55,1531.62,162.67,27444.94,2238.12
10-10-2009,17300.58,1543.51,162.71,27305.1,2253.23
11-10-2009,17431.85,1544.03,162.75,28039.36,2264.73
12-10-2009,17604.96,1544.17,162.87,27251.11,2279.63
13-10-2009,17707.31,1542.44,162.91,27426.53,2287.53
14-10-2009,17622.45,1542.3,162.95,27875.45,2280.19
15-10-2009,17707.32,1538.87,162.98,27640.51,2285.74
16-10-2009,17830.75,1537.95,163.02,27791.21,2295.85
17-10-2009,17748.69,1539.7,163.14,27584.16,2289.7
18-10-2009,17772.84,1542.67,163.18,27509.19,2293.25
19-10-2009,17848.57,1544.38,163.22,27660.93,2300.59
20-10-2009,18202.41,1545.47,163.26,27742.4,2331.44
21-10-2009,18153.99,1544.76,163.3,27686.86,2326.94
22-10-2009,18289.35,1544.25,163.42,27603.47,2338.27
23-10-2009,18289.35,1545.12,163.46,27692.85,2338.71
24-10-2009,18428.61,1545.07,163.5,28134.53,2350.61
25-10-2009,18145.25,1543.21,163.54,28399.92,2325.41
26-10-2009,18078.5,1544.8,163.58,28400.16,2320.49
27-10-2009,17923.57,1544.18,163.7,28242.91,2306.92
28-10-2009,17445.75,1545.09,163.74,28220.25,2266.46
29-10-2009,17731.12,1545.55,163.78,28416.37,2291.12
30-10-2009,17752.68,1546.2,163.82,27051.15,2293.29
31-10-2009,17583.97,1545.9,163.86,27458.79,2278.7
01-11-2009,17636.8,1544.55,163.98,27552.11,2282.54
02-11-2009,17362.87,1545.85,164.02,27634.03,2259.74
03-11-2009,17173.29,1547.39,164.06,27398.36,2244.27
04-11-2009,17145.52,1547.57,164.1,27528.29,2241.99
05-11-2009,17145.52,1547.92,164.14,27674.25,2242.16
06-11-2009,17503.24,1546.02,164.26,27698.6,2271.84
07-11-2009,17587.67,1547.66,164.3,27611.51,2279.89
08-11-2009,17813.62,1544.17,164.34,27139.75,2297.5
09-11-2009,17919.3,1545.48,164.38,26665.77,2307.2
10-11-2009,17675.85,1544.03,164.42,27097.14,2285.63
11-11-2009,17466.2,1540.64,164.54,27055.72,2265.98
12-11-2009,17273.37,1539.65,164.59,27135.49,2248.98
13-11-2009,17316.18,1539.35,164.63,27097.1,2252.49
14-11-2009,17601.71,1541.12,164.67,27153.2,2277.82
15-11-2009,17196.47,1542.47,164.71,27413.07,2243.8
16-11-2009,17361.74,1542.82,164.84,27643.88,2258.12
17-11-2009,17052.78,1541.33,164.88,28022.4,2230.92
18-11-2009,17257.36,1535.53,164.93,27661.18,2245.54
19-11-2009,17121.62,1529.7,164.97,27429.09,2231
20-11-2009,17058.61,1527.87,165.01,27715.56,2224.69
21-11-2009,17404.2,1532.31,165.21,27591.51,2256.51
22-11-2009,17478.15,1533,165.28,27694.2,2263.19
23-11-2009,17597.42,1517.34,165.33,27030.72,2265.57
24-11-2009,17486.02,1517.65,165.37,26876.38,2256.18
25-11-2009,17486.02,1518,165.41,27053.87,2256.36
26-11-2009,17486.02,1518.35,165.53,27233.24,2256.53
27-11-2009,17222.14,1525.87,165.57,27300.23,2237.7
28-11-2009,17243.84,1528.67,165.61,27773.92,2240.96
29-11-2009,17199.4,1533.15,165.66,27723,2239.39
30-11-2009,17332.62,1542.64,165.69,27890.88,2255.54
01-12-2009,17094.51,1543.07,165.81,27789.08,2235.37
02-12-2009,17150.95,1544.35,165.85,27705.72,2240.84
03-12-2009,17357.94,1551.84,165.89,27550.86,2262.31
04-12-2009,17392.39,1554.1,165.93,27601.55,2266.39
05-12-2009,17503.71,1553.44,165.97,27814.23,2275.59
06-12-2009,17373.84,1547.88,166.08,27799,2261.69
07-12-2009,17096.68,1544.55,166.12,27896.41,2236.29
08-12-2009,17207.29,1543.78,166.16,28042.23,2245.38
09-12-2009,17151.29,1539.74,166.2,28035.97,2238.56
10-12-2009,17130.67,1538.93,166.23,28217.01,2236.39
11-12-2009,17134.25,1537.08,166.35,28380.33,2235.77
12-12-2009,17318.81,1538.49,166.39,28479.28,2252.28
13-12-2009,17318.81,1538.85,166.43,28359.58,2252.46
14-12-2009,17301.91,1536.34,166.46,28465.42,2249.76
15-12-2009,17151.19,1541.71,166.5,28351.4,2239.54
16-12-2009,16831.08,1540.5,166.62,28548.69,2211.53
17-12-2009,16912.71,1541.76,166.65,28143.8,2219.15
18-12-2009,16546.18,1545.42,166.69,27708.72,2189.59
19-12-2009,16479.58,1548.92,166.73,27763.78,2185.64
20-12-2009,16420.05,1545.57,166.77,27580.36,2178.86
21-12-2009,16292.98,1548.46,166.88,27539.88,2169.43
22-12-2009,16215.84,1549.71,166.92,27282.24,2163.45
23-12-2009,16328.25,1554.01,166.96,26999.69,2175.22
24-12-2009,16030.09,1554.57,167,27198.05,2149.97
25-12-2009,16070.48,1553.81,167.03,27802.74,2153.05
26-12-2009,16152.75,1554.26,167.15,28176.1,2160.32
27-12-2009,16183.26,1554.62,167.18,28453.09,2163.11
28-12-2009,16026.41,1554.86,167.22,28218.35,2149.8
29-12-2009,15948.1,1556.85,167.26,28403.02,2144.09
30-12-2009,16222.3,1558.74,167.3,28145.8,2168.51
31-12-2009,16217.82,1557.46,167.41,28312.07,2167.49
01-01-2010,16416.84,1559.87,167.45,28217.87,2185.73
02-01-2010,16438.58,1560.14,167.49,28117.46,2187.73
03-01-2010,16312.15,1560.66,167.52,28502.6,2177.17
04-01-2010,16218.53,1569.29,167.56,28419.96,2173.47
05-01-2010,15965.16,1574.1,167.67,29351.98,2154.18
06-01-2010,15988.4,1580.15,167.71,29270.79,2159.19
07-01-2010,16020.64,1579.38,167.75,29189.46,2161.56
08-01-2010,16454.3,1580.22,167.78,29101.57,2199.12
09-01-2010,16649.05,1581.06,167.82,28377.55,2216.22
10-01-2010,16718.87,1583.54,167.93,28715.85,2223.44
11-01-2010,16668.01,1584.48,167.97,28894.55,2219.55
12-01-2010,16862.8,1589.02,168.01,29198.26,2238.5
13-01-2010,16880.51,1591.39,168.05,29222.55,2241.2
14-01-2010,16677.88,1591.34,168.08,29386.15,2223.83
15-01-2010,16949.83,1587.35,168.2,29281.88,2245.12
16-01-2010,16705.83,1582.27,168.23,29541.62,2221.68
17-01-2010,16859.8,1579.56,168.27,29380.51,2233.52
18-01-2010,16896.63,1580.95,168.31,29300.45,2237.36
19-01-2010,17032.56,1585.96,168.35,28615.64,2251.51
20-01-2010,16972.51,1588.54,168.46,29185.39,2247.65
21-01-2010,16882.16,1590.46,168.5,29334.12,2240.88
22-01-2010,16906.58,1590.15,168.54,29098.53,2242.81
23-01-2010,16967.76,1588.9,168.57,29102.51,2247.43
24-01-2010,16990.76,1589.39,168.61,28653.12,2249.64
25-01-2010,17429.98,1587.53,168.73,28834.75,2286.33
26-01-2010,17398.98,1587.8,168.77,28731.91,2283.81
27-01-2010,17425.71,1590.92,168.8,28482.54,2287.65
28-01-2010,17462.81,1593.27,168.84,28632.6,2292
29-01-2010,17538.67,1593.26,168.88,28658.83,2298.5
30-01-2010,17521.12,1594.75,168.99,28500.11,2297.74
31-01-2010,17391.98,1598.28,169.03,28803.6,2288.45
01-02-2010,17618.35,1598.6,169.07,28199.74,2307.99
02-02-2010,17489.14,1599.54,169.1,28453.58,2297.39
03-02-2010,17232.55,1601.65,169.14,28530.8,2276.48
04-02-2010,17213.7,1601.44,169.25,28476.57,2274.76
05-02-2010,17103.31,1606.24,169.29,28435.46,2267.7
06-02-2010,17105.3,1605.6,169.33,28307.09,2267.56
07-02-2010,17185.01,1607.36,169.37,28290.24,2275.26
08-02-2010,17278.85,1607.18,169.4,28361.41,2283.21
09-02-2010,17158.44,1608.31,169.52,28472.08,2273.46
10-02-2010,16877.35,1611.03,169.55,28658.58,2250.75
11-02-2010,16918.08,1610.57,169.59,28853.34,2254.01
12-02-2010,16846.05,1609.36,169.63,29213.49,2247.24
13-02-2010,16639.82,1609.38,169.67,29146.95,2229.59
14-02-2010,16839.19,1609.54,169.78,29156.57,2246.74
15-02-2010,17143.68,1609.12,169.82,29219.92,2272.6
16-02-2010,17236.18,1601.7,169.85,29144.17,2276.81
17-02-2010,17257.38,1600.14,169.89,28843.5,2277.85
18-02-2010,17224.36,1601.87,169.93,28847.15,2275.89
19-02-2010,17197.93,1600.58,170.04,29047.98,2272.98
20-02-2010,17412.96,1600.82,170.08,29071.59,2291.51
21-02-2010,17601.78,1606.13,170.11,28849.45,2310.33
22-02-2010,17600.56,1609.18,170.15,28965.68,2311.75
23-02-2010,17560.87,1609.26,170.19,28996.8,2308.4
24-02-2010,17557.74,1610.06,170.3,29111.21,2308.53
25-02-2010,17633.45,1607.45,170.34,28956.66,2313.7
26-02-2010,17728.2,1607.51,170.38,28904.77,2321.85
27-02-2010,17728.2,1607.88,170.42,28930.85,2322.03
28-02-2010,17657.21,1604.57,170.45,29184.51,2314.3
01-03-2010,17691.08,1603.95,170.57,29273.02,2316.89
02-03-2010,17691.08,1605.05,170.6,29237.89,2317.44
03-03-2010,17885.26,1605.42,170.64,29433.56,2334.25
04-03-2010,17846.86,1606.86,170.68,29848.47,2331.69
05-03-2010,17850.22,1610.72,170.72,30004.04,2333.9
06-03-2010,17783.21,1608.59,170.83,30123.51,2327.1
07-03-2010,17678.81,1610.64,170.87,30120.77,2319.19
08-03-2010,17631.71,1612.09,170.9,30151.59,2315.88
09-03-2010,17490.81,1612.74,170.94,29977.79,2304.14
10-03-2010,17541.64,1612.69,170.98,29938.17,2308.46
11-03-2010,17429.56,1609.64,171.09,30515.11,2297.34
12-03-2010,17384.4,1611.47,171.13,30541.36,2294.39
13-03-2010,17440.87,1612.63,171.17,30659.46,2299.81
14-03-2010,17313.34,1614.81,171.2,30768.5,2289.98
15-03-2010,17346.27,1617.54,171.24,30776.57,2294.16
16-03-2010,17683.73,1615.48,171.34,31243.11,2322.03
17-03-2010,17766.78,1618.08,171.38,31095.46,2330.44
18-03-2010,17852.95,1619.47,171.42,31096.63,2338.51
19-03-2010,18000.03,1617.34,171.46,31068.74,2350.04
20-03-2010,18021.16,1619.1,171.5,31793.87,2352.73
21-03-2010,18464.27,1621.42,171.61,31264.66,2391.84
22-03-2010,18542.31,1622.66,171.65,30845.63,2399.14
23-03-2010,18496.01,1621.76,171.68,31034,2394.72
24-03-2010,18496.01,1622.12,171.72,31143.48,2394.91
25-03-2010,18349.25,1624.14,171.76,31181.32,2383.35
26-03-2010,18752.83,1623.78,171.87,30748.23,2417.72
27-03-2010,18673.34,1625.62,171.91,30639.23,2411.84
28-03-2010,18694.41,1625.02,171.95,30537.53,2413.34
29-03-2010,18632.17,1624.69,171.99,30517.56,2407.85
30-03-2010,18579.5,1625.41,172.03,30567.78,2403.7
31-03-2010,18762.74,1628.73,172.14,30424.12,2421.05
01-04-2010,18823.91,1630.79,172.18,30160.39,2427.32
02-04-2010,18823.91,1631.16,172.22,30235.53,2427.5
03-04-2010,18869.69,1632.71,172.26,30200.63,2432.2
04-04-2010,19058.15,1635.02,172.29,30108.99,2449.49
05-04-2010,18938.46,1634.03,172.4,30049.45,2438.75
06-04-2010,18708.98,1635.66,172.44,30314.65,2419.91
07-04-2010,18793.36,1637.11,172.48,30204.01,2427.86
08-04-2010,18631.1,1636.43,172.52,30365.65,2413.63
09-04-2010,18804.75,1637.12,172.56,30239.86,2428.84
10-04-2010,18675.18,1636.75,172.67,30105.78,2417.56
11-04-2010,18713.55,1638.24,172.71,29906.33,2421.59
12-04-2010,18577.7,1639.33,172.75,29997.93,2410.51
13-04-2010,18610.77,1641.7,172.79,30053.28,2414.52
14-04-2010,18791.93,1643.65,172.82,30330.83,2431.01
15-04-2010,18682.31,1645.24,172.94,30100.06,2422.42
16-04-2010,18793.44,1646.75,172.98,30098.92,2432.69
17-04-2010,18710.02,1646.87,173.02,29816.48,2425.6
18-04-2010,18710.02,1647.24,173.05,29721.62,2425.79
19-04-2010,18758.63,1648.2,173.09,29780.43,2430.43
20-04-2010,18625.34,1648.57,173.21,29783.91,2419.2
21-04-2010,18635.82,1648.81,173.25,30045.29,2420.22
22-04-2010,18430.85,1647.74,173.29,29979.33,2402.14
23-04-2010,18505.38,1642.16,173.32,30081.19,2405.73
24-04-2010,18561.7,1641.28,173.36,29901.43,2410.11
25-04-2010,18755.45,1642.24,173.48,29350.62,2427.18
26-04-2010,18762.87,1644.13,173.51,29878.79,2428.76
27-04-2010,18817.38,1645.4,173.55,30360.2,2434.07
28-04-2010,18902.41,1646.21,173.59,30246.98,2441.75
29-04-2010,18846.26,1646.89,173.63,30604.54,2437.28
30-04-2010,18683.68,1646.19,173.75,30718.56,2423.01
01-05-2010,18670.34,1646.32,173.78,30825.07,2421.94
02-05-2010,18618.87,1646.69,173.82,30836.16,2417.71
03-05-2010,18618.87,1647.06,173.86,30852.5,2417.9
04-05-2010,18471.37,1649.34,173.9,30465.87,2406.4
05-05-2010,18309.37,1649.68,174.02,30715.23,2392.7
06-05-2010,18339,1650.64,174.05,30953.6,2395.72
07-05-2010,18329.32,1650.88,174.09,30944.16,2395.01
08-05-2010,18460.38,1649.36,174.13,30973.06,2405.47
09-05-2010,18517.34,1648.97,174.17,30983.16,2410.15
10-05-2010,18506.57,1647.28,174.29,31585.55,2408.39
11-05-2010,18537.01,1648.3,174.33,31623.96,2411.5
12-05-2010,18842.08,1650.26,174.36,31402.03,2438.61
13-05-2010,18842.08,1650.63,174.4,31116.31,2438.79
14-05-2010,19170.91,1650.23,174.44,30689.49,2466.75
15-05-2010,19339.9,1654.85,174.56,30257.28,2483.53
16-05-2010,19305.32,1657.15,174.6,30545.23,2481.72
17-05-2010,19348.12,1656.7,174.63,30191.19,2485.16
18-05-2010,19391.86,1658.65,174.67,29948.55,2489.88
19-05-2010,19486.8,1659.28,174.71,29936.2,2498.33
20-05-2010,19424.1,1659.56,174.83,30101.2,2493.1
21-05-2010,19409.69,1662.26,174.87,30233.89,2493.21
22-05-2010,19387.14,1662.25,174.91,30156.76,2491.28
23-05-2010,19355.26,1660.85,174.94,30116.96,2487.85
24-05-2010,19229.26,1662.61,174.98,30047.49,2477.94
25-05-2010,19317.25,1664.55,175.1,29992,2486.44
26-05-2010,19244.42,1666.45,175.14,30272.45,2481.16
27-05-2010,19364.75,1665.95,175.18,29840.85,2491.21
28-05-2010,19476,1666.59,175.22,29646.38,2501.06
29-05-2010,19453.92,1666.69,175.26,29382.04,2499.22
30-05-2010,19242,1666.84,175.37,29648.5,2481.14
31-05-2010,19255.09,1668.9,175.41,29600.52,2483.3
01-06-2010,19255.09,1669.28,175.45,29658.23,2483.49
02-06-2010,19417.46,1670.73,175.49,29576.33,2498.11
03-06-2010,19323.8,1672.95,175.53,29708.68,2491.21
04-06-2010,19444.84,1674.48,175.65,29463.8,2502.33
05-06-2010,19426.71,1678.84,175.69,29914.27,2502.96
06-06-2010,19580.81,1687.59,175.73,29769.09,2520.53
07-06-2010,19714.24,1688.88,175.77,30286.78,2532.6
08-06-2010,19764.78,1692.36,175.81,30046.62,2538.67
09-06-2010,19784.08,1696.53,175.92,30154.6,2542.41
10-06-2010,19691.42,1701.18,175.96,30137.31,2536.8
11-06-2010,19742.52,1702.7,176,30198.34,2541.94
12-06-2010,19666.59,1703.46,176.04,30097.37,2535.81
13-06-2010,19663.55,1706.03,176.08,30169.22,2536.84
14-06-2010,19663.64,1709.31,176.2,30217.93,2538.49
15-06-2010,19906.41,1715.38,176.24,30102.79,2562.31
16-06-2010,19986.82,1717.32,176.27,30356.73,2570.16
17-06-2010,19817.63,1710.36,176.31,30414.54,2552.2
18-06-2010,19964.03,1710.47,176.35,30382.6,2564.79
19-06-2010,20039.04,1714.1,176.47,29981.64,2573.03
20-06-2010,20101.82,1711.97,176.51,30102.01,2577.34
21-06-2010,19981.57,1712.28,176.55,30104.14,2567.2
22-06-2010,20026.61,1710.38,176.59,29976.6,2570.1
23-06-2010,19923.78,1710.2,176.63,29673.17,2561.21
24-06-2010,20103.53,1710.58,176.74,29557.21,2576.79
25-06-2010,20103.35,1712.24,176.78,29646.33,2577.6
26-06-2010,19990.9,1712.79,176.82,29553.93,2568.25
27-06-2010,20005,1711.55,176.86,29564.31,2568.83
28-06-2010,19894.98,1709.51,176.9,29348.88,2558.4
29-06-2010,19781.19,1707.6,177.01,29358.81,2547.7
30-06-2010,19751.19,1707.34,177.05,29547.99,2545
01-07-2010,19659.82,1707.46,177.09,29371.27,2537.23
02-07-2010,19639.72,1709.58,177.13,29539.38,2536.57
03-07-2010,19580.32,1714.02,177.16,29461.71,2533.71
04-07-2010,19484.77,1717.06,177.28,29606.06,2527.04
05-07-2010,19460.57,1719.25,177.32,29482.49,2526.07
06-07-2010,19561.04,1717.17,177.36,29415.51,2533.63
07-07-2010,19608.08,1720.53,177.39,29281.26,2539.34
08-07-2010,19497.18,1722.66,177.43,29244.17,2530.9
09-07-2010,19468.15,1723.37,177.55,28949.81,2528.78
10-07-2010,19501.08,1722.92,177.59,28933.1,2531.37
11-07-2010,19635.72,1723.3,177.62,28767.8,2543.09
12-07-2010,19642.75,1727.63,177.66,28025.84,2545.86
13-07-2010,19325.36,1726.71,177.7,28434.26,2518.22
14-07-2010,19317.01,1726.16,177.82,28401.03,2517.23
15-07-2010,19331.69,1728.27,177.86,28504.67,2519.54
16-07-2010,19015.14,1727.45,177.89,28922.95,2492.03
17-07-2010,19152.41,1726.98,177.93,28492.19,2503.54
18-07-2010,18861.54,1724.06,177.97,28447.88,2477.18
19-07-2010,18918.52,1720.24,178.09,28658.73,2480.15
20-07-2010,18877.96,1720.85,178.13,28649.33,2476.98
21-07-2010,19143.17,1723.04,178.16,28667.69,2500.78
22-07-2010,19252.61,1725.11,178.2,28715.35,2511.19
23-07-2010,19413.54,1725.37,178.24,28465.3,2525.1
24-07-2010,19683.23,1726.69,178.35,28402.4,2548.85
25-07-2010,19646.21,1727.9,178.39,28470.06,2546.29
26-07-2010,19564.92,1725.12,178.43,28568.66,2537.94
27-07-2010,19362.55,1724.42,178.47,28586.62,2520.26
28-07-2010,19570.44,1726.09,178.51,28537.72,2538.9
29-07-2010,19427.56,1728.1,178.62,28495.5,2527.66
30-07-2010,19293.2,1726.97,178.66,28741.28,2515.59
31-07-2010,19008.1,1724.57,178.7,29101.71,2489.98
01-08-2010,18884.19,1720.9,178.74,28902.06,2477.53
02-08-2010,18792.87,1721.17,178.77,29122.8,2469.85
03-08-2010,18735.6,1719.01,178.89,28952.3,2463.86
04-08-2010,18681.42,1706.71,178.93,28871.98,2453.08
05-08-2010,18704.53,1706.07,178.96,28864.59,2454.73
06-08-2010,18704.53,1706.45,179,28941.75,2454.92
07-08-2010,18835.77,1708.2,179.07,28709.78,2467.04
08-08-2010,18835.77,1708.58,179.29,28723.45,2467.23
09-08-2010,18864.75,1709.33,179.36,28685.07,2470.09
10-08-2010,19040.95,1707.29,179.39,28411.76,2484.16
11-08-2010,18801.64,1709.02,179.43,28134.38,2464.53
12-08-2010,18509.7,1712.07,179.47,28245.26,2441.05
13-08-2010,18450.23,1713.2,179.58,28714.27,2436.52
14-08-2010,18437.78,1718.27,179.62,28447.86,2437.99
15-08-2010,18226.48,1720.73,179.65,28601.52,2421.13
16-08-2010,18414.45,1721.25,179.69,28089.33,2437.48
17-08-2010,18542.2,1721.62,179.73,28084.71,2448.61
18-08-2010,18242.56,1725.11,179.84,26702.76,2424.7
19-08-2010,18357.8,1730.45,179.88,24447.42,2437.24
20-08-2010,18744.93,1733.99,179.92,24476.1,2472.15
21-08-2010,18731.16,1734.86,179.95,24717.6,2471.41
22-08-2010,19016.46,1739.99,179.99,24895.2,2498.41
23-08-2010,19016.46,1740.37,180.1,25087.75,2498.6
24-08-2010,19169.83,1743.62,180.14,25611.92,2513.36
25-08-2010,19179.36,1745.15,180.18,25426.25,2514.94
26-08-2010,19179.36,1745.53,180.22,25721.81,2515.13
27-08-2010,19406.85,1746.49,180.25,26300.82,2535.09
