Date,Nifty,CCIL,Mibor,Gold,Hybrid
22-08-2006,15505.36,1106.84,124.03,9153.88,1881.17
23-08-2006,15614.44,1106.68,124.06,9091.12,1890.43
24-08-2006,15603.8,1107.74,124.13,9094.41,1890.05
25-08-2006,15504.43,1108.68,124.15,9254.91,1882.01
26-08-2006,15669.12,1108.4,124.17,9293.05,1895.97
27-08-2006,16322.75,1110.34,124.19,9157.97,1952.91
28-08-2006,16347.95,1110.71,124.21,9304.1,1955.26
29-08-2006,16564.23,1110.64,124.29,9255.21,1973.74
30-08-2006,16845.83,1109.28,124.31,9196.19,1997.17
31-08-2006,16899.54,1107.57,124.34,9215.78,2000.92
01-09-2006,16921.39,1106.77,124.36,9183.48,2002.39
02-09-2006,17150.56,1107,124.38,9271.23,2022.13
03-09-2006,17291.1,1107.5,124.47,9404.26,2034.41
04-09-2006,17328.62,1108.32,124.49,9443.44,2038.04
05-09-2006,17328.62,1108.56,124.51,9247.35,2038.16
06-09-2006,17847.04,1109.39,124.53,9133.11,2082.97
07-09-2006,17777.14,1108.89,124.55,9271.64,2076.73
08-09-2006,17773.36,1107.75,124.62,9280.04,2075.84
09-09-2006,17491.39,1106.91,124.64,9209.33,2051.27
10-09-2006,18280.24,1107.4,124.66,9226.01,2119.07
11-09-2006,18658.25,1109.17,124.68,9242.26,2152.32
12-09-2006,18814.07,1111.34,124.7,9324.69,2166.75
13-09-2006,18419.04,1110.29,124.76,9356.69,2132.4
14-09-2006,19058.67,1111.02,124.78,9485.03,2187.53
15-09-2006,19051.86,1111.22,124.8,9505.97,2187.05
16-09-2006,18715.82,1110.41,124.82,9469.82,2157.87
17-09-2006,17998.39,1111.46,124.84,9654.42,2096.96
18-09-2006,17559.98,1112.64,124.91,9653.86,2060.01
19-09-2006,17613.99,1114.93,124.93,9544.06,2065.78
20-09-2006,18492.84,1117.88,124.95,9579.63,2142.51
21-09-2006,18512.91,1118.04,124.97,9617.98,2144.31
22-09-2006,18770.89,1119.44,124.99,9649.19,2167.1
23-09-2006,19243.17,1119.92,125.05,9838.61,2207.78
24-09-2006,19977.67,1121.18,125.07,9921.34,2271.31
25-09-2006,19783.51,1121.06,125.09,9791.01,2254.63
26-09-2006,19837.99,1119.41,125.11,9943.44,2258.46
27-09-2006,19724.35,1119.39,125.13,9846.4,2248.72
28-09-2006,19976.23,1119.72,125.2,10092.29,2270.46
29-09-2006,19590.78,1119.21,125.22,10072.08,2237.19
30-09-2006,19400.67,1118.16,125.24,10306.26,2220.39
01-10-2006,19289.83,1117.88,125.26,10385.08,2210.76
02-10-2006,19058.93,1116.26,125.29,10372.29,2190.18
03-10-2006,18907.6,1116.5,125.36,10368.23,2177.34
04-10-2006,18737.27,1116.78,125.39,10048.67,2162.89
05-10-2006,19035.48,1119.81,125.42,10008.6,2189.95
06-10-2006,19929.06,1120.5,125.44,10138.27,2266.81
07-10-2006,19784.89,1120.31,125.47,9833.45,2254.37
08-10-2006,19698.36,1120.48,125.55,9799.67,2247.04
09-10-2006,19633.36,1121.42,125.58,9777.31,2241.95
10-10-2006,19280.8,1122.18,125.61,10047.36,2212.13
11-10-2006,18602.62,1121.14,125.63,10036.27,2153.54
12-10-2006,18526.32,1121.88,125.66,10120.21,2147.38
13-10-2006,18852.87,1122.41,125.72,10406.49,2175.61
14-10-2006,19247.54,1123.75,125.75,10378.02,2210.07
15-10-2006,19127.73,1123.38,125.77,10256.09,2199.63
16-10-2006,18938.87,1122.81,125.8,10154.63,2183.17
17-10-2006,19003.26,1122.48,125.83,10014.7,2188.52
18-10-2006,19363.19,1123.36,125.91,9857.2,2219.78
19-10-2006,19603.41,1125.36,125.93,9937.73,2241.35
20-10-2006,19529.5,1126.47,125.96,10064.15,2235.58
21-10-2006,19738.07,1127.56,125.99,9967.68,2253.98
22-10-2006,19795.87,1127.32,126.01,10080.91,2258.81
23-10-2006,19966,1128.11,126.08,9968.92,2273.77
24-10-2006,19930.68,1128.92,126.1,10140.51,2271.16
25-10-2006,20290.89,1128.69,126.13,9992.72,2301.89
26-10-2006,20375.87,1129.11,126.16,10191.78,2309.37
27-10-2006,20104.39,1129.14,126.18,10006.72,2286.14
28-10-2006,20030.83,1128.97,126.27,9955.08,2279.76
29-10-2006,19261.35,1130.2,126.29,9973.04,2214.48
30-10-2006,19079.64,1130.88,126.32,10095.09,2199.26
31-10-2006,19091.96,1131.4,126.34,10112.98,2200.57
01-11-2006,19162.57,1132.46,126.37,10023.33,2207.15
02-11-2006,19162.57,1132.7,126.46,10167.13,2207.27
03-11-2006,19854.12,1133.22,126.48,10188.69,2266.75
04-11-2006,19854.12,1133.46,126.51,10127.19,2266.87
05-11-2006,20192.52,1134.04,126.54,10355.71,2296.14
06-11-2006,20216.72,1134.43,126.57,10358.46,2298.41
07-11-2006,20206.95,1136.63,126.65,10534.12,2298.67
08-11-2006,20286.99,1140.12,126.67,10463.66,2307.27
09-11-2006,20300.71,1142.37,126.7,10472.89,2309.57
10-11-2006,20465.3,1145.02,126.72,10738.04,2324.99
11-11-2006,20345.2,1143.93,126.74,10788.18,2314.16
12-11-2006,20686.89,1144.86,126.8,10791.9,2343.88
13-11-2006,20812.65,1151.27,126.83,10727.66,2357.85
14-11-2006,20873.33,1152.23,126.85,10947.28,2363.53
15-11-2006,20869.78,1152.26,126.87,10954.12,2363.24
16-11-2006,20582.08,1155.35,126.89,11150.74,2340.15
17-11-2006,20827.45,1162.29,126.95,11178.12,2364.63
18-11-2006,20728.05,1164.62,126.97,11330.67,2357.29
19-11-2006,20251.09,1165.02,127,11189.71,2316.65
20-11-2006,19868.11,1163.56,127.02,10964.99,2283.12
21-11-2006,19700.82,1163.31,127.04,10956.29,2268.67
22-11-2006,19013.7,1164.4,127.1,11052.45,2210.38
23-11-2006,17605.35,1164.09,127.13,10869.23,2089.62
24-11-2006,16729.94,1169,127.15,11179.77,2017.11
25-11-2006,17594.07,1179.3,127.17,11198.73,2096.26
26-11-2006,17221.74,1177.65,127.2,11346.01,2063.55
27-11-2006,18361.66,1176.13,127.28,11452.04,2160.4
28-11-2006,18152.78,1174.3,127.31,11593.49,2141.6
29-11-2006,18091.94,1170.23,127.33,11567.06,2134.36
30-11-2006,17758.64,1164.36,127.36,11634.51,2102.88
01-12-2006,17648.71,1165.53,127.38,11586.34,2094.05
02-12-2006,18242.58,1169.04,127.47,11378.04,2146.66
03-12-2006,18660.32,1167.91,127.49,11313.5,2181.87
04-12-2006,18663.16,1168.22,127.51,11142.12,2182.27
05-12-2006,18139.49,1171.01,127.53,11338.13,2138.82
06-12-2006,17526.93,1172.1,127.56,11443.87,2086.91
07-12-2006,17464.89,1174.13,127.62,11586.02,2082.61
08-12-2006,16630.91,1176.19,127.64,11684.45,2012.23
09-12-2006,16608.01,1175.83,127.66,11425.69,2010.08
10-12-2006,16949.14,1176.01,127.68,11459.24,2039.39
11-12-2006,17766.63,1175.23,127.71,11455.07,2109
12-12-2006,18115.25,1173.48,127.78,11408.72,2137.98
13-12-2006,18048.05,1171.63,127.8,11438.14,2131.3
14-12-2006,18075.66,1169.31,127.83,11770.72,2132.5
15-12-2006,17617.6,1165.33,127.86,12080.61,2091.29
16-12-2006,17734.68,1166.29,127.89,11996.27,2101.79
17-12-2006,17349.07,1167.08,127.97,12052.11,2069.17
18-12-2006,17650.57,1165.27,128,11952.49,2094.08
19-12-2006,17806.19,1166.27,128.03,12065.2,2107.91
20-12-2006,17825.99,1163.66,128.05,12119.31,2108.3
21-12-2006,17824.48,1166.11,128.08,12309.78,2109.4
22-12-2006,17578.72,1166.77,128.16,12371.16,2088.68
23-12-2006,16677.88,1172.75,128.18,12628.12,2014.53
24-12-2006,16339.89,1169.79,128.21,12347.84,1984.11
25-12-2006,16542.08,1170.05,128.23,12660.68,2001.55
26-12-2006,16542.08,1170.3,128.25,12511.31,2001.68
27-12-2006,15975.52,1167.1,128.32,12541.16,1951.56
28-12-2006,15923.72,1165.29,128.34,12531.86,1946.22
29-12-2006,16123.15,1167.46,128.36,12519.44,1964.38
30-12-2006,16127.98,1169.2,128.38,12611.73,1965.67
31-12-2006,15357.35,1170.07,128.4,12820.15,1900.11
01-01-2007,15760.52,1165.49,128.47,12799.43,1932.34
02-01-2007,14809.49,1166.11,128.5,12995.37,1851.22
03-01-2007,14833.46,1168.16,128.53,12581.82,1854.29
04-01-2007,14994.83,1167.46,128.56,12134.01,1867.76
05-01-2007,14994.83,1167.72,128.59,11675.02,1867.89
06-01-2007,14994.83,1167.97,128.68,11682.59,1868.02
07-01-2007,15289.4,1160.48,128.71,11702.53,1889.5
08-01-2007,16217.49,1159.51,128.74,11992.36,1968.48
09-01-2007,16086.83,1159.52,128.76,12204.31,1957.3
10-01-2007,16015.56,1158.58,128.79,12099.56,1950.73
11-01-2007,16371.29,1152.77,128.86,11821.08,1978.28
12-01-2007,15644.44,1145.24,128.9,11681.01,1912.28
13-01-2007,15626.62,1145.49,128.93,11230.83,1910.88
14-01-2007,15750.4,1145.91,128.96,11498.79,1921.69
15-01-2007,15832.55,1147.44,128.98,11499.8,1929.49
16-01-2007,15343.12,1143.73,129.04,11598,1885.72
17-01-2007,15757.08,1138.41,129.06,11694.03,1918.51
18-01-2007,15587.62,1140.26,129.08,11665.51,1904.92
19-01-2007,15790.51,1142.37,129.1,11881.27,1923.35
20-01-2007,15695.1,1141.61,129.13,11800.75,1914.8
21-01-2007,15807.64,1135.73,129.19,11747.44,1921.5
22-01-2007,15807.64,1136.47,129.21,11743.17,1921.87
23-01-2007,16153.66,1138.44,129.23,11795.67,1952.49
24-01-2007,16244.19,1135.85,129.25,11998.81,1958.94
25-01-2007,16481.2,1134.39,129.28,11904.22,1978.51
26-01-2007,16481.2,1134.64,129.34,11611.07,1978.63
27-01-2007,16739.33,1129.67,129.37,11612.34,1998.25
28-01-2007,16783.87,1133.71,129.39,11681.09,2004.08
29-01-2007,16698.04,1133.15,129.41,11519.9,1996.45
30-01-2007,16721.08,1133.06,129.43,11326.49,1998.38
31-01-2007,17125.98,1134.25,129.5,11312.54,2033.65
01-02-2007,17015.96,1137.61,129.52,11409.21,2025.91
02-02-2007,17378.46,1144.45,129.54,11178.08,2060.37
03-02-2007,17287.31,1149.85,129.56,11229.54,2055.26
04-02-2007,17287.31,1150.1,129.58,10990.87,2055.39
05-02-2007,17600.12,1153.15,129.65,11069.88,2083.7
06-02-2007,17490.9,1156.13,129.67,11325.23,2075.84
07-02-2007,17373.01,1157.66,129.69,11432.12,2066.51
08-02-2007,17339.31,1155.14,129.71,11414.82,2062.36
09-02-2007,17080.65,1153.84,129.74,11729.45,2039.56
10-02-2007,16737.07,1156,129.8,11716.85,2011.22
11-02-2007,16860.9,1158.03,129.82,11828.27,2022.84
12-02-2007,16752.86,1159.44,129.85,11622.36,2014.29
13-02-2007,16978.35,1156.85,129.87,11669.21,2032.31
14-02-2007,17353.54,1156.47,129.89,11991.47,2064.25
15-02-2007,17434.94,1153.78,129.98,12194.58,2069.87
16-02-2007,17434.94,1154.53,130.01,12224.63,2070.25
17-02-2007,17230.18,1154.4,130.03,12454.32,2052.65
18-02-2007,17243.16,1152.69,130.05,12698.78,2052.91
19-02-2007,16907.11,1148.31,130.08,12585.15,2021.94
20-02-2007,16649.64,1150,130.14,12545.37,2000.74
21-02-2007,16348.5,1150.07,130.17,12618.98,1974.98
22-02-2007,16275.59,1149.6,130.19,12374.7,1968.51
23-02-2007,16525.37,1149.75,130.22,12244.43,1989.97
24-02-2007,16316.26,1149.45,130.25,11894.42,1971.91
25-02-2007,16415.57,1149.75,130.34,11915.78,1980.57
26-02-2007,16063.18,1150.64,130.36,12029.43,1950.83
27-02-2007,15962.56,1149.73,130.38,11940.22,1941.77
28-02-2007,15514.79,1147.73,130.41,11930.97,1902.42
01-03-2007,15769.72,1146.06,130.43,11988.49,1923.42
02-03-2007,15572.18,1141.71,130.49,12264.29,1904.33
03-03-2007,15066.1,1138.78,130.52,12184.23,1859.53
04-03-2007,14889.25,1139.07,130.55,11854.94,1844.53
05-03-2007,15185.32,1139.79,130.57,11984.84,1870.24
06-03-2007,15250.2,1135.48,130.6,11826.27,1873.64
07-03-2007,15189.62,1132.6,130.69,11902.01,1867.01
08-03-2007,15395.82,1133.83,130.72,12059.28,1885.29
09-03-2007,15696.9,1134.35,130.75,12047.78,1911.32
10-03-2007,15422.31,1133.04,130.78,12198.56,1887.16
11-03-2007,15087.99,1129.12,130.81,12294.08,1856.57
12-03-2007,14571.29,1120.18,130.89,12312.11,1807.85
13-03-2007,14293.32,1114.8,130.92,12102.92,1781.36
14-03-2007,14106.58,1119.24,130.95,12126.28,1767.59
15-03-2007,14220.07,1106.83,130.99,12040.5,1771.1
16-03-2007,14421.82,1110.47,131.02,12446.55,1790.2
17-03-2007,13802.22,1097.93,131.11,12652.28,1730.87
18-03-2007,13461.6,1104.28,131.14,12653.11,1704.88
19-03-2007,12961.68,1100.52,131.17,12950.72,1660.19
20-03-2007,13664.62,1101.58,131.2,12975.28,1720.91
21-03-2007,13094.11,1101.52,131.23,12847.21,1672.03
22-03-2007,13454,1096.57,131.29,12833.69,1700.37
23-03-2007,13525.99,1072.65,131.33,12751.51,1694.58
24-03-2007,13349.65,1077.17,131.36,12671.33,1681.74
25-03-2007,13964.26,1078.69,131.39,12726.94,1735.13
26-03-2007,13926.24,1075.16,131.42,12936.59,1730.11
27-03-2007,13469.85,1074.31,131.52,13151.69,1690.6
28-03-2007,13330.51,1076.15,131.55,13297.96,1679.59
29-03-2007,12676.19,1073.15,131.59,13414.81,1622.06
30-03-2007,12575.8,1074.89,131.62,13165.49,1614.33
31-03-2007,13111.85,1074.2,131.65,13036.59,1659.89
01-04-2007,13635.4,1085.86,131.75,13005.28,1710.55
02-04-2007,13850.04,1088.68,131.78,13139.63,1730.34
03-04-2007,14104.2,1083.87,131.82,12807.22,1749.7
04-04-2007,14942.28,1088.12,131.85,12341.22,1823.59
05-04-2007,14777.01,1093.97,131.89,12440.56,1812.36
06-04-2007,14274.94,1089.64,131.99,12490.81,1767.21
07-04-2007,14349.11,1091.94,132.02,12616.72,1774.71
08-04-2007,13791.54,1082.05,132.05,12451.55,1722.02
09-04-2007,14287.21,1082.31,132.08,12213.11,1764.59
10-04-2007,14355.75,1080.9,132.11,12371.07,1769.75
11-04-2007,14656.69,1084.58,132.18,12265.45,1797.36
12-04-2007,14577.87,1087.94,132.22,12085.49,1792.3
13-04-2007,14961.07,1098.99,132.25,11745.82,1830.64
14-04-2007,15073.54,1100.95,132.28,11772.84,1841.25
15-04-2007,15117.25,1095.68,132.32,11687.74,1842.36
16-04-2007,15167.82,1095.13,132.42,11456.2,1846.41
17-04-2007,15503.92,1108.04,132.45,11040.3,1881.65
18-04-2007,15212.13,1106.94,132.49,10935.82,1856.11
19-04-2007,15093.12,1097.85,132.52,11211.02,1841.37
20-04-2007,14724.18,1090.44,132.55,11032.32,1806.07
21-04-2007,14724.18,1090.7,132.66,10729.83,1806.2
22-04-2007,14645.66,1096.72,132.69,11075.84,1802.49
23-04-2007,14543.73,1096.99,132.72,11292.68,1793.9
24-04-2007,14678.23,1092.88,132.76,11312.89,1803.36
25-04-2007,14243.73,1091.63,132.8,11568.57,1765.53
26-04-2007,14401.49,1094.5,132.9,11365.57,1780.47
27-04-2007,14450.35,1098.96,132.94,11446.1,1786.89
28-04-2007,14482.22,1102.53,132.97,11499.3,1791.4
29-04-2007,14296.79,1099.31,133,11502.39,1773.91
30-04-2007,14048.34,1103.36,133.03,11620.58,1754.66
01-05-2007,14564.53,1111.66,133.1,11612.25,1803.02
02-05-2007,14498.51,1108.31,133.14,11515.58,1795.68
03-05-2007,15049.86,1126.04,133.17,11387,1851.76
04-05-2007,15049.86,1126.3,133.2,11224.76,1851.89
05-05-2007,14899.1,1134.82,133.24,11238.73,1843.25
06-05-2007,14483.83,1137.79,133.34,11437.27,1809.17
07-05-2007,14944.97,1137.08,133.37,11380.83,1848.3
08-05-2007,14900.76,1144.38,133.4,11076.8,1848.16
09-05-2007,14662.61,1155.59,133.43,10805.66,1833.38
10-05-2007,14324.29,1159.02,133.46,10857.35,1806.12
11-05-2007,14000.81,1167.94,133.56,11133.21,1782.88
12-05-2007,13531.27,1178.8,133.6,11446.97,1748.1
13-05-2007,13518.8,1192.41,133.64,11616.5,1753.84
14-05-2007,13262.9,1183.17,133.68,12762.24,1727.31
15-05-2007,13315.6,1168.36,133.72,12593.91,1724.42
16-05-2007,14042.32,1160.07,133.88,12744.12,1782.5
17-05-2007,13994.96,1155.74,133.94,13065.98,1776.28
18-05-2007,13570.31,1155.6,133.98,12968.13,1739.85
19-05-2007,13692.52,1144.33,134.03,12885.99,1744.68
20-05-2007,13547.18,1144.96,134.06,12878.72,1732.55
21-05-2007,13102.18,1150.34,134.19,13041.77,1697.13
22-05-2007,12595.75,1137.27,134.24,13429.44,1647.23
23-05-2007,12860.43,1137.54,134.3,13007.31,1670.03
24-05-2007,13055.67,1144.67,134.36,12897.82,1690.31
25-05-2007,13055.67,1144.94,134.42,12328.54,1690.45
26-05-2007,12526.32,1161.86,134.6,12477.63,1653.58
27-05-2007,11801.7,1181.12,134.64,13078.96,1601.16
28-05-2007,11695.24,1187.71,134.68,13564.42,1595.34
29-05-2007,11328.36,1187.85,134.72,13856.61,1563.99
30-05-2007,11328.36,1188.12,134.76,13964.9,1564.12
31-05-2007,10527.85,1217.05,134.96,13121.4,1510.04
01-06-2007,11309.09,1221.97,135,12768.39,1579.4
02-06-2007,11483.4,1209.67,135.03,12783.61,1588.18
03-06-2007,10809.12,1202.09,135.07,13089.83,1526.65
04-06-2007,10581.49,1222.96,135.1,12506.5,1517.59
05-06-2007,9975.35,1221.62,135.18,12165.47,1465.02
06-06-2007,10223.09,1241.79,135.2,12369.25,1496.31
07-06-2007,10683.39,1242.06,135.23,12012.08,1535.87
08-06-2007,10169.9,1241.15,135.25,11463.67,1491.44
09-06-2007,9771.7,1240.02,135.27,11430.93,1456.78
10-06-2007,8701.07,1234.57,135.34,11662.59,1362.37
11-06-2007,8509.56,1241.92,135.37,11598.31,1349.65
12-06-2007,9008.08,1242.19,135.41,11783.97,1392.47
13-06-2007,9044.51,1251.04,135.45,11901.66,1400.02
14-06-2007,9044.51,1251.32,135.49,11565.84,1400.16
15-06-2007,9788.06,1255.79,135.72,11391.4,1466.06
16-06-2007,10337.68,1250.37,135.75,11175.58,1510.42
17-06-2007,10631.12,1241.43,135.78,11539.84,1531.07
18-06-2007,10120.01,1233.39,135.81,11166.69,1483.29
19-06-2007,9734.22,1233,135.83,11138.95,1450.06
20-06-2007,9964.29,1232.76,135.9,11160.75,1469.64
21-06-2007,10536.16,1231.77,135.93,11254.89,1518.11
22-06-2007,9839.69,1231.8,135.96,11183.27,1458.49
23-06-2007,9536.33,1235.15,135.99,11160.53,1434.18
24-06-2007,9536.33,1235.42,136.01,11535.23,1434.32
25-06-2007,9385.42,1251.23,136.09,11545.63,1429.3
26-06-2007,9291.01,1254.96,136.12,11518.85,1423.08
27-06-2007,8937.2,1259,136.15,11644.24,1394.81
28-06-2007,8773.78,1267.34,136.17,11659.1,1384.98
29-06-2007,8451.01,1275.25,136.19,11934.63,1361.3
30-06-2007,8915.21,1287.58,136.27,12630.15,1407.21
01-07-2007,8903.12,1287.26,136.29,13069.78,1406.02
02-07-2007,8695.53,1284.34,136.32,13041.22,1386.78
03-07-2007,9026.72,1288.96,136.34,12786.71,1417.45
04-07-2007,9026.72,1289.24,136.37,12688.46,1417.59
05-07-2007,9092.72,1294.34,136.44,12911.65,1425.79
06-07-2007,8839.87,1301.11,136.46,12243.8,1407.53
07-07-2007,8739.24,1307.08,136.49,12499.03,1401.89
08-07-2007,8747.43,1326.54,136.51,12318.27,1412.33
09-07-2007,9229.75,1327.84,136.53,12167.17,1454.28
10-07-2007,8965.2,1331.43,136.6,11945.52,1433.42
11-07-2007,9162.62,1338.78,136.62,12179.44,1454
12-07-2007,9162.62,1339.06,136.64,12179.03,1454.14
13-07-2007,9654.9,1345.14,136.66,12554.33,1499.34
14-07-2007,9645.46,1354.16,136.68,12629.45,1503.03
15-07-2007,9690.07,1381.82,136.75,12688.49,1520.68
16-07-2007,9832.39,1387.21,136.77,12751.01,1535.57
17-07-2007,9976.98,1395.89,136.8,12993.68,1552.29
18-07-2007,9715.29,1414.05,136.82,13102.52,1538.96
19-07-2007,10076.43,1435.98,136.84,12729.17,1580.85
20-07-2007,10099.91,1441.98,136.92,12588.93,1585.86
21-07-2007,9928.35,1430.14,136.94,12885.37,1565.25
22-07-2007,9686.75,1420.72,136.97,13020.18,1539.85
23-07-2007,9568.72,1424.76,136.99,12897.27,1531.76
24-07-2007,9568.72,1425.03,137.01,12803.58,1531.9
25-07-2007,9328.92,1432.93,137.08,13422.07,1515.32
26-07-2007,9533.52,1432.79,137.1,13485.4,1532.77
27-07-2007,9716.16,1453.64,137.12,13389.68,1558.83
28-07-2007,9647.31,1471.32,137.14,13629.79,1561.77
29-07-2007,9903.46,1476.45,137.16,13704.97,1586.27
30-07-2007,9958.22,1478.6,137.22,13441.95,1592.04
31-07-2007,10275.6,1494.97,137.24,13252.22,1627.4
01-08-2007,10335.93,1475.61,137.25,13339.94,1622.89
02-08-2007,9586.88,1399.86,137.27,13069.7,1520.87
03-08-2007,9586.88,1400.13,137.29,13262.95,1521.01
04-08-2007,9406.47,1378.3,137.33,13074.11,1494.64
05-08-2007,9110.05,1385.62,137.35,12724.81,1472.92
06-08-2007,9071.36,1401.48,137.37,12813.97,1477.53
07-08-2007,9370.49,1409.04,137.38,12576.58,1506.93
08-08-2007,9046.74,1417.54,137.4,12713.94,1483.46
09-08-2007,9323.59,1424.02,137.45,13069.92,1510.4
10-08-2007,9329.57,1417.07,137.47,12937.95,1507.44
11-08-2007,9100.55,1412.92,137.48,13384.88,1485.76
12-08-2007,8779.17,1400.75,137.5,13362.62,1452.15
13-08-2007,8813.84,1387.92,137.51,13393.86,1448.7
14-08-2007,8674.35,1398.49,137.56,14061.84,1442.04
15-08-2007,8674.35,1399.31,137.58,13976.82,1442.45
16-08-2007,9004.08,1390.68,137.59,13936.9,1466.37
17-08-2007,9257.47,1380.59,137.61,13752.27,1483.03
18-08-2007,9236.28,1380.03,137.63,14114.69,1480.93
19-08-2007,9424.24,1375.74,137.67,14437.07,1494.88
20-08-2007,9066.7,1380.01,137.69,13997.11,1466.4
21-08-2007,9149.3,1376.84,137.71,13953.63,1471.89
22-08-2007,9201.85,1365.95,137.72,14064.38,1470.94
23-08-2007,9090.88,1364.96,137.74,14191.95,1460.94
24-08-2007,9300.86,1367.52,137.78,14123.95,1480.21
25-08-2007,9583.89,1365.69,137.8,13849.58,1503.53
26-08-2007,9647.47,1351.25,137.82,14259.05,1501.75
27-08-2007,9618.54,1356.03,137.83,14608.48,1501.67
28-08-2007,9465.83,1364.21,137.85,14714.37,1492.68
29-08-2007,9634.74,1371.04,137.89,14585.3,1510.56
30-08-2007,9305.45,1359.81,137.91,14650.58,1476.75
31-08-2007,9035,1350.28,137.92,15338.07,1448.82
01-09-2007,9015.18,1353.75,137.94,15692.16,1448.86
02-09-2007,9042.63,1358.38,137.96,15340.91,1453.53
03-09-2007,8843.21,1358.66,138.01,15678.74,1436.59
04-09-2007,8843.21,1359.48,138.02,15598.81,1437
05-09-2007,8822.06,1336.03,138.04,15270.87,1423.46
06-09-2007,8902.56,1328.44,138.05,15099.18,1426.56
07-09-2007,8954.86,1338.99,138.07,15165.35,1436.31
08-09-2007,8891.61,1346.71,138.12,15358.57,1434.76
09-09-2007,8607.08,1353.39,138.13,15300.15,1413.73
10-09-2007,8427.29,1356.57,138.15,15168.54,1399.93
11-09-2007,8446.49,1348.02,138.16,14908.32,1397.29
12-09-2007,8197.92,1350.99,138.18,15343.05,1377.49
13-09-2007,8325.82,1333.45,138.22,15440.97,1379.68
14-09-2007,8160.4,1320.17,138.23,15225.49,1358.87
15-09-2007,8160.4,1320.44,138.24,14678.65,1359.01
16-09-2007,8160.4,1320.71,138.26,14749.2,1359.14
17-09-2007,8343.75,1300.76,138.27,15225,1364.87
18-09-2007,8756.61,1300.98,138.32,15248.82,1400.33
19-09-2007,8943.54,1338.11,138.33,15048.47,1434.91
20-09-2007,8863.82,1324.35,138.35,14947.38,1421.2
21-09-2007,8976.68,1325.69,138.37,15347.79,1431.53
22-09-2007,9001.75,1331.19,138.38,15366.89,1436.43
23-09-2007,8966.68,1323.01,138.44,15340.94,1429.34
24-09-2007,9424.02,1323.87,138.46,15041.48,1468.93
25-09-2007,9471.04,1327.1,138.47,14886.63,1474.57
26-09-2007,9667.9,1326.91,138.49,15042.85,1491.33
27-09-2007,10003.1,1316.93,138.51,15008.49,1515.05
28-09-2007,10048.49,1317.21,138.56,14858.22,1519.07
29-09-2007,9568.14,1309.78,138.58,14946.94,1474.23
30-09-2007,9708.5,1314.52,138.6,14796.91,1488.61
01-10-2007,9901.99,1314.78,138.62,14969.63,1505.31
02-10-2007,10348.83,1318.68,138.64,14409.89,1545.53
03-10-2007,10348.83,1318.95,138.69,14215.19,1545.66
04-10-2007,10534.87,1319.77,138.7,13862.44,1562
05-10-2007,10534.87,1320.04,138.72,14027.32,1562.14
06-10-2007,10742.34,1331.8,138.73,14070.25,1585.78
07-10-2007,10803.86,1340.93,138.74,13964.98,1595.62
08-10-2007,10803.86,1341.2,138.78,13989.47,1595.75
09-10-2007,10967.22,1341.74,138.8,14150.43,1610.01
10-10-2007,10967.22,1342.01,138.81,14060.02,1610.14
11-10-2007,11284.73,1343.22,138.82,14081.99,1637.94
12-10-2007,10947.4,1352.74,138.84,13842.45,1613.81
13-10-2007,11023.09,1361.28,138.88,13787.16,1624.56
14-10-2007,10979.5,1365.66,138.89,14166.33,1623.02
15-10-2007,10898.11,1373.91,138.9,14161.26,1620.18
16-10-2007,10817.54,1385.18,138.92,14274.72,1618.91
17-10-2007,11134.99,1378.57,138.93,14357.02,1642.79
18-10-2007,11329.05,1381.06,138.97,14436.11,1660.65
19-10-2007,11371.85,1384.6,138.98,14478.02,1666.09
20-10-2007,11001.75,1380.32,138.99,14322.55,1632.26
21-10-2007,11403.25,1376.94,139.01,14287.07,1664.95
22-10-2007,11403.25,1377.22,139.02,14043.82,1665.09
23-10-2007,11403.25,1377.48,139.06,14042.35,1665.22
24-10-2007,12134.75,1368.93,139.07,14305,1723.58
25-10-2007,12131.08,1374.17,139.08,14061.94,1725.89
26-10-2007,11952.75,1381.72,139.09,14346.16,1714.39
27-10-2007,12116.94,1381.74,139.1,14239.95,1728.46
28-10-2007,11876.43,1371.07,139.14,14361.17,1702.53
29-10-2007,11682.99,1366.47,139.15,14388.69,1683.67
30-10-2007,12158.03,1362.48,139.17,14487.3,1722.35
31-10-2007,12019.65,1361.05,139.18,14650.13,1709.79
01-11-2007,11872.91,1361.01,139.19,14648.55,1697.2
02-11-2007,12173.42,1362.01,139.23,14641.08,1723.44
03-11-2007,14284.21,1372.2,139.24,13925.54,1909.28
04-11-2007,14302.03,1363.51,139.25,14020.82,1906.46
05-11-2007,14060.66,1367.04,139.27,14176.51,1887.56
06-11-2007,13736.54,1364.2,139.28,14365.03,1858.38
07-11-2007,13887.15,1360.76,139.32,14287.37,1869.56
08-11-2007,13913.22,1355.1,139.33,14449.6,1868.96
09-11-2007,13589.23,1355.7,139.34,14400.97,1841.52
10-11-2007,14109.64,1352.65,139.35,14389.63,1884.55
11-11-2007,14296.01,1345.86,139.37,14531.97,1897.12
12-11-2007,14625.25,1344.91,139.4,14715.99,1924.84
13-11-2007,14840.63,1346.55,139.42,14541.33,1944.1
14-11-2007,14874.91,1345.37,139.43,14646.75,1946.45
15-11-2007,14870.9,1350.52,139.44,14392.35,1948.68
16-11-2007,15008.68,1353.46,139.45,14708.12,1961.95
